state_name,crop_year,season,crop_varieties,total_area_ha,total_production_t,avg_yield_kg_ha,max_production_t,_pipeline_layer,_pipeline_ts
Assam,2010,Kharif,5,230520.23,703954.03,3145.75,187911.8,gold,2026-04-22T13:57:31.147346
Assam,2010,Rabi,4,175575.68,553179.68,3018.61,198628.52,gold,2026-04-22T13:57:31.147346
Assam,2010,Zaid,5,167918.52,371637.01,2334.55,111860.68,gold,2026-04-22T13:57:31.147346
Assam,2011,Kharif,8,182454.23,834792.75,3699.4,211998.7,gold,2026-04-22T13:57:31.147346
Assam,2011,Rabi,2,49339.28,212611.97,4346.58,146556.45,gold,2026-04-22T13:57:31.147346
Assam,2011,Zaid,5,133036.97,232617.64,2605.22,94875.96,gold,2026-04-22T13:57:31.147346
Assam,2012,Kharif,5,121698.81,362606.27,1751.12,122176.77,gold,2026-04-22T13:57:31.147346
Assam,2012,Rabi,5,172100.58,580442.36,3075.51,207156.58,gold,2026-04-22T13:57:31.147346
Assam,2012,Zaid,5,98926.72,280603.17,3506.22,141202.59,gold,2026-04-22T13:57:31.147346
Assam,2012,,3,101551.66,282098.43,2555.4,187618.43,gold,2026-04-22T13:57:31.147346
Assam,2013,Kharif,4,165480.15,478335.09,2763.18,184447.0,gold,2026-04-22T13:57:31.147346
Assam,2013,Rabi,7,238338.99,1022381.36,3972.96,226804.66,gold,2026-04-22T13:57:31.147346
Assam,2013,Zaid,3,55239.6,200189.92,3178.19,152942.61,gold,2026-04-22T13:57:31.147346
Assam,2013,,2,30183.88,34218.3,1116.12,23035.35,gold,2026-04-22T13:57:31.147346
Assam,2014,Kharif,5,222462.42,668396.15,2593.54,209489.05,gold,2026-04-22T13:57:31.147346
Assam,2014,Rabi,6,121717.08,429369.0,3517.66,179107.55,gold,2026-04-22T13:57:31.147346
Assam,2014,Zaid,5,219023.05,620692.27,2599.29,194293.88,gold,2026-04-22T13:57:31.147346
Assam,2014,,2,50352.87,97738.97,2128.48,69642.24,gold,2026-04-22T13:57:31.147346
Assam,2015,Kharif,4,137194.3,324033.88,2172.85,97852.95,gold,2026-04-22T13:57:31.147346
Assam,2015,Rabi,5,163971.11,462393.12,2902.44,120375.93,gold,2026-04-22T13:57:31.147346
Assam,2015,Zaid,1,32148.4,168708.18,2588.14,115953.17,gold,2026-04-22T13:57:31.147346
Assam,2015,,2,69645.66,190670.38,2477.89,170318.8,gold,2026-04-22T13:57:31.147346
Assam,2016,Kharif,5,136263.41,374021.69,2750.04,137667.51,gold,2026-04-22T13:57:31.147346
Assam,2016,Rabi,6,183041.45,460229.52,2441.01,131627.94,gold,2026-04-22T13:57:31.147346
Assam,2016,Zaid,4,199430.93,561293.08,2947.84,149799.04,gold,2026-04-22T13:57:31.147346
Assam,2016,,1,11036.79,28563.54,2588.03,28563.54,gold,2026-04-22T13:57:31.147346
Assam,2017,Kharif,7,248998.48,756256.58,3373.31,208085.28,gold,2026-04-22T13:57:31.147346
Assam,2017,Rabi,7,164868.74,486598.57,2849.14,108937.86,gold,2026-04-22T13:57:31.147346
Assam,2017,Zaid,3,90770.4,297611.6,2818.53,154846.93,gold,2026-04-22T13:57:31.147346
Assam,2017,,2,73472.72,203786.91,2746.0,174858.82,gold,2026-04-22T13:57:31.147346
Assam,2018,Kharif,7,336907.52,994023.8,2913.32,212283.72,gold,2026-04-22T13:57:31.147346
Assam,2018,Rabi,8,234060.7,574851.92,2398.59,114131.68,gold,2026-04-22T13:57:31.147346
Assam,2018,Zaid,3,85880.07,262953.53,2584.44,150183.11,gold,2026-04-22T13:57:31.147346
Assam,2019,Kharif,7,164449.72,461667.09,2348.46,155463.1,gold,2026-04-22T13:57:31.147346
Assam,2019,Rabi,5,96463.23,259877.77,3136.05,75192.04,gold,2026-04-22T13:57:31.147346
Assam,2019,Zaid,6,293535.82,650872.54,2469.32,148250.88,gold,2026-04-22T13:57:31.147346
Assam,2019,,1,23934.83,99974.83,4176.96,99974.83,gold,2026-04-22T13:57:31.147346
Assam,2020,Kharif,3,172891.18,462529.07,2574.06,133539.58,gold,2026-04-22T13:57:31.147346
Assam,2020,Rabi,5,123672.37,294075.71,2036.33,113665.36,gold,2026-04-22T13:57:31.147346
Assam,2020,Zaid,5,100084.98,269290.14,2857.71,180734.32,gold,2026-04-22T13:57:31.147346
Assam,2021,Kharif,7,171328.0,495998.27,2857.98,166997.07,gold,2026-04-22T13:57:31.147346
Assam,2021,Rabi,7,215076.66,520364.76,2358.01,175367.72,gold,2026-04-22T13:57:31.147346
Assam,2021,Zaid,4,85092.59,313642.66,4058.34,106758.2,gold,2026-04-22T13:57:31.147346
Assam,2022,Kharif,5,145874.31,283641.37,1688.04,113068.34,gold,2026-04-22T13:57:31.147346
Assam,2022,Rabi,5,175436.99,377100.77,1984.36,150111.41,gold,2026-04-22T13:57:31.147346
Assam,2022,Zaid,6,207123.8,398210.56,2023.14,115860.72,gold,2026-04-22T13:57:31.147346
Assam,2022,,1,34770.43,152059.44,4373.24,152059.44,gold,2026-04-22T13:57:31.147346
Assam,2023,Kharif,5,207018.11,632303.61,2596.8,162850.57,gold,2026-04-22T13:57:31.147346
Assam,2023,Rabi,1,21466.02,45252.97,2479.14,37756.76,gold,2026-04-22T13:57:31.147346
Assam,2023,Zaid,3,82331.93,314742.65,3047.89,181316.61,gold,2026-04-22T13:57:31.147346
Assam,2023,,1,44697.43,44519.09,996.01,44519.09,gold,2026-04-22T13:57:31.147346
Bihar,2010,Kharif,4,159559.77,591480.32,3465.87,189305.23,gold,2026-04-22T13:57:31.147346
Bihar,2010,Rabi,5,247280.48,573587.51,2694.33,149238.47,gold,2026-04-22T13:57:31.147346
Bihar,2010,Zaid,2,13598.93,133840.36,1717.13,124301.25,gold,2026-04-22T13:57:31.147346
Bihar,2010,,1,15082.38,21244.74,1408.58,21244.74,gold,2026-04-22T13:57:31.147346
Bihar,2011,Kharif,2,69619.19,256466.35,3685.74,177062.16,gold,2026-04-22T13:57:31.147346
Bihar,2011,Rabi,8,305957.99,1133779.84,3477.5,226725.73,gold,2026-04-22T13:57:31.147346
Bihar,2011,Zaid,6,147912.16,362027.59,2719.71,132607.98,gold,2026-04-22T13:57:31.147346
Bihar,2012,Kharif,6,311046.29,1016361.38,3378.97,189696.6,gold,2026-04-22T13:57:31.147346
Bihar,2012,Rabi,6,193284.24,471745.2,2413.61,143385.89,gold,2026-04-22T13:57:31.147346
Bihar,2012,Zaid,6,99380.69,361572.86,3459.52,139545.58,gold,2026-04-22T13:57:31.147346
Bihar,2012,,2,21808.74,54735.14,3258.78,28603.01,gold,2026-04-22T13:57:31.147346
Bihar,2013,Kharif,2,110248.56,439494.46,3938.64,179207.17,gold,2026-04-22T13:57:31.147346
Bihar,2013,Rabi,5,102398.4,379092.62,3562.17,211700.26,gold,2026-04-22T13:57:31.147346
Bihar,2013,Zaid,5,210963.06,714510.94,3021.65,195019.12,gold,2026-04-22T13:57:31.147346
Bihar,2014,Kharif,3,104427.32,219234.52,2373.14,127996.44,gold,2026-04-22T13:57:31.147346
Bihar,2014,Rabi,6,225659.1,733333.95,3073.01,179312.28,gold,2026-04-22T13:57:31.147346
Bihar,2014,Zaid,3,113769.32,362450.86,3588.23,161143.9,gold,2026-04-22T13:57:31.147346
Bihar,2015,Kharif,3,101858.38,211396.51,2380.04,97394.03,gold,2026-04-22T13:57:31.147346
Bihar,2015,Rabi,9,223175.61,416381.4,1737.61,107444.31,gold,2026-04-22T13:57:31.147346
Bihar,2015,Zaid,3,98349.94,392448.89,3603.14,180725.99,gold,2026-04-22T13:57:31.147346
Bihar,2015,,1,49003.36,125621.09,2563.52,125621.09,gold,2026-04-22T13:57:31.147346
Bihar,2016,Kharif,6,226308.76,768108.31,3503.15,178478.94,gold,2026-04-22T13:57:31.147346
Bihar,2016,Rabi,5,120061.1,458525.47,3485.05,178768.05,gold,2026-04-22T13:57:31.147346
Bihar,2016,Zaid,2,26586.06,70383.16,4986.81,37632.76,gold,2026-04-22T13:57:31.147346
Bihar,2016,,1,38263.7,170089.8,4445.2,170089.8,gold,2026-04-22T13:57:31.147346
Bihar,2017,Kharif,3,51264.61,263979.07,3679.59,127511.39,gold,2026-04-22T13:57:31.147346
Bihar,2017,Rabi,7,271345.85,793381.86,2453.27,186626.34,gold,2026-04-22T13:57:31.147346
Bihar,2017,Zaid,6,203037.42,504735.85,2803.27,173468.44,gold,2026-04-22T13:57:31.147346
Bihar,2018,Kharif,5,129752.53,373399.44,3313.92,140657.24,gold,2026-04-22T13:57:31.147346
Bihar,2018,Rabi,2,35354.87,96145.24,1633.86,66675.7,gold,2026-04-22T13:57:31.147346
Bihar,2018,Zaid,6,104253.7,367585.01,3182.73,118394.11,gold,2026-04-22T13:57:31.147346
Bihar,2018,,1,23314.1,34737.31,1489.97,34737.31,gold,2026-04-22T13:57:31.147346
Bihar,2019,Kharif,5,94865.6,260442.42,2015.88,125241.54,gold,2026-04-22T13:57:31.147346
Bihar,2019,Rabi,5,108477.31,299975.09,2260.85,131502.57,gold,2026-04-22T13:57:31.147346
Bihar,2019,Zaid,5,153535.76,514712.79,3210.9,225163.83,gold,2026-04-22T13:57:31.147346
Bihar,2019,,1,10383.95,46201.93,4449.36,46201.93,gold,2026-04-22T13:57:31.147346
Bihar,2020,Kharif,4,156052.51,216960.32,1375.96,74104.59,gold,2026-04-22T13:57:31.147346
Bihar,2020,Rabi,5,256293.88,650413.8,2534.38,175407.02,gold,2026-04-22T13:57:31.147346
Bihar,2020,Zaid,5,115394.38,467334.63,2259.87,202154.56,gold,2026-04-22T13:57:31.147346
Bihar,2020,,3,67127.23,189219.99,2770.58,78861.92,gold,2026-04-22T13:57:31.147346
Bihar,2021,Kharif,6,170791.88,567854.53,3093.07,145409.41,gold,2026-04-22T13:57:31.147346
Bihar,2021,Rabi,6,140750.33,412811.59,3118.75,105612.94,gold,2026-04-22T13:57:31.147346
Bihar,2021,Zaid,4,142163.96,515065.14,3528.99,166527.77,gold,2026-04-22T13:57:31.147346
Bihar,2022,Kharif,4,54547.07,165040.84,2321.5,138741.98,gold,2026-04-22T13:57:31.147346
Bihar,2022,Rabi,6,242619.79,852945.42,3384.72,222328.47,gold,2026-04-22T13:57:31.147346
Bihar,2022,Zaid,7,244221.82,561289.95,2135.28,123322.04,gold,2026-04-22T13:57:31.147346
Bihar,2023,Kharif,4,173171.89,383101.61,2043.59,163732.59,gold,2026-04-22T13:57:31.147346
Bihar,2023,Rabi,2,35014.05,166495.67,1108.42,123336.84,gold,2026-04-22T13:57:31.147346
Bihar,2023,Zaid,7,154317.52,376474.91,2484.48,88413.59,gold,2026-04-22T13:57:31.147346
Gujarat,2010,Kharif,4,159033.94,460602.15,2674.71,143312.94,gold,2026-04-22T13:57:31.147346
Gujarat,2010,Rabi,3,99056.47,270961.46,2272.61,156222.02,gold,2026-04-22T13:57:31.147346
Gujarat,2010,Zaid,5,186693.97,598652.28,2950.05,155050.29,gold,2026-04-22T13:57:31.147346
Gujarat,2011,Kharif,2,45078.71,101951.55,2854.55,55010.52,gold,2026-04-22T13:57:31.147346
Gujarat,2011,Rabi,3,158296.82,224514.07,1865.82,93685.24,gold,2026-04-22T13:57:31.147346
Gujarat,2011,Zaid,4,138194.67,411369.33,2795.98,180687.13,gold,2026-04-22T13:57:31.147346
Gujarat,2011,,1,27838.28,51176.5,1838.35,51176.5,gold,2026-04-22T13:57:31.147346
Gujarat,2012,Kharif,3,168280.08,442744.98,2711.13,153816.07,gold,2026-04-22T13:57:31.147346
Gujarat,2012,Rabi,1,13341.79,80071.38,2980.21,64527.03,gold,2026-04-22T13:57:31.147346
Gujarat,2012,Zaid,3,85540.04,365447.2,3250.69,230998.41,gold,2026-04-22T13:57:31.147346
Gujarat,2012,,1,2463.96,2764.37,1121.92,2764.37,gold,2026-04-22T13:57:31.147346
Gujarat,2013,Kharif,3,139174.61,339411.7,2558.98,131038.32,gold,2026-04-22T13:57:31.147346
Gujarat,2013,Rabi,5,114775.5,285408.52,2420.03,107053.22,gold,2026-04-22T13:57:31.147346
Gujarat,2013,Zaid,5,77752.4,335894.32,2899.87,132465.74,gold,2026-04-22T13:57:31.147346
Gujarat,2014,Kharif,6,187021.32,510147.11,2630.12,196787.97,gold,2026-04-22T13:57:31.147346
Gujarat,2014,Rabi,7,239330.06,597268.03,2104.25,143029.28,gold,2026-04-22T13:57:31.147346
Gujarat,2014,Zaid,7,178981.25,494317.23,2631.86,195722.99,gold,2026-04-22T13:57:31.147346
Gujarat,2014,,2,59176.49,252405.05,3090.93,235211.6,gold,2026-04-22T13:57:31.147346
Gujarat,2015,Kharif,7,171518.17,618130.69,3562.47,221480.99,gold,2026-04-22T13:57:31.147346
Gujarat,2015,Rabi,3,90377.06,278249.13,2422.96,187772.34,gold,2026-04-22T13:57:31.147346
Gujarat,2015,Zaid,4,173180.79,632534.95,3634.62,213285.9,gold,2026-04-22T13:57:31.147346
Gujarat,2015,,2,68701.85,168251.04,2657.83,125168.36,gold,2026-04-22T13:57:31.147346
Gujarat,2016,Kharif,4,115632.17,366572.04,2804.24,119308.7,gold,2026-04-22T13:57:31.147346
Gujarat,2016,Rabi,5,180478.07,690324.79,3278.52,180381.52,gold,2026-04-22T13:57:31.147346
Gujarat,2016,Zaid,2,50045.97,198990.84,3543.83,174630.08,gold,2026-04-22T13:57:31.147346
Gujarat,2017,Kharif,6,154903.14,476856.3,3069.85,171345.54,gold,2026-04-22T13:57:31.147346
Gujarat,2017,Rabi,4,86901.33,414595.44,4797.75,153863.48,gold,2026-04-22T13:57:31.147346
Gujarat,2017,Zaid,5,329181.01,768155.4,2049.85,181445.65,gold,2026-04-22T13:57:31.147346
Gujarat,2018,Kharif,4,139531.63,314426.64,2538.71,116737.23,gold,2026-04-22T13:57:31.147346
Gujarat,2018,Rabi,6,183214.16,458915.4,2207.24,138931.37,gold,2026-04-22T13:57:31.147346
Gujarat,2018,Zaid,2,65833.64,158643.86,2393.64,92261.87,gold,2026-04-22T13:57:31.147346
Gujarat,2019,Kharif,5,208767.61,589684.88,2765.76,149519.64,gold,2026-04-22T13:57:31.147346
Gujarat,2019,Rabi,8,271676.09,871494.83,2831.13,201725.99,gold,2026-04-22T13:57:31.147346
Gujarat,2019,Zaid,7,194689.0,864695.61,3157.17,206032.04,gold,2026-04-22T13:57:31.147346
Gujarat,2020,Kharif,8,311837.04,703048.67,2374.39,144443.19,gold,2026-04-22T13:57:31.147346
Gujarat,2020,Rabi,6,214990.42,603184.26,2272.19,185124.15,gold,2026-04-22T13:57:31.147346
Gujarat,2020,Zaid,6,112770.08,251866.26,2146.6,97273.47,gold,2026-04-22T13:57:31.147346
Gujarat,2020,,1,21452.37,69708.19,3249.44,69708.19,gold,2026-04-22T13:57:31.147346
Gujarat,2021,Kharif,4,165819.41,426398.34,2964.33,156237.29,gold,2026-04-22T13:57:31.147346
Gujarat,2021,Rabi,7,184870.86,530222.26,2792.99,118408.36,gold,2026-04-22T13:57:31.147346
Gujarat,2021,Zaid,4,159040.39,527624.85,3180.98,211340.9,gold,2026-04-22T13:57:31.147346
Gujarat,2021,,1,34742.44,57063.42,1642.47,57063.42,gold,2026-04-22T13:57:31.147346
Gujarat,2022,Kharif,3,152403.72,386847.23,2398.36,163483.25,gold,2026-04-22T13:57:31.147346
Gujarat,2022,Rabi,6,186477.96,470447.53,2854.49,180578.46,gold,2026-04-22T13:57:31.147346
Gujarat,2022,Zaid,8,224012.48,584847.62,2698.84,136012.67,gold,2026-04-22T13:57:31.147346
Gujarat,2022,,1,15613.61,34615.53,2217.01,34615.53,gold,2026-04-22T13:57:31.147346
Gujarat,2023,Kharif,5,231898.77,782384.06,2824.48,208357.17,gold,2026-04-22T13:57:31.147346
Gujarat,2023,Rabi,8,230196.73,674178.64,2793.56,168510.54,gold,2026-04-22T13:57:31.147346
Gujarat,2023,Zaid,4,174229.43,585289.59,2795.82,213810.24,gold,2026-04-22T13:57:31.147346
Gujarat,2023,,1,44805.59,119855.4,2675.01,119855.4,gold,2026-04-22T13:57:31.147346
Haryana,2010,Kharif,6,247787.38,450662.5,1995.55,115283.67,gold,2026-04-22T13:57:31.147346
Haryana,2010,Rabi,4,95983.33,167334.69,2433.52,67574.05,gold,2026-04-22T13:57:31.147346
Haryana,2010,Zaid,3,171428.28,484951.61,2912.87,173838.6,gold,2026-04-22T13:57:31.147346
Haryana,2010,,1,19684.99,91683.83,4657.55,91683.83,gold,2026-04-22T13:57:31.147346
Haryana,2011,Kharif,2,34781.96,70490.75,1147.54,41702.43,gold,2026-04-22T13:57:31.147346
Haryana,2011,Rabi,3,88778.43,129496.05,693.51,90900.29,gold,2026-04-22T13:57:31.147346
Haryana,2011,Zaid,5,145864.42,317042.44,2366.37,128953.56,gold,2026-04-22T13:57:31.147346
Haryana,2011,,1,16677.42,70369.87,4219.47,70369.87,gold,2026-04-22T13:57:31.147346
Haryana,2012,Kharif,6,193075.31,485243.18,2451.6,138547.47,gold,2026-04-22T13:57:31.147346
Haryana,2012,Rabi,4,79517.74,209690.08,3014.28,85890.79,gold,2026-04-22T13:57:31.147346
Haryana,2012,Zaid,4,157806.58,584255.87,3118.75,234316.9,gold,2026-04-22T13:57:31.147346
Haryana,2013,Kharif,7,247072.1,712947.04,2715.05,166401.71,gold,2026-04-22T13:57:31.147346
Haryana,2013,Rabi,4,160306.87,422915.18,2707.77,147535.92,gold,2026-04-22T13:57:31.147346
Haryana,2013,Zaid,5,71202.87,309807.75,2994.98,222160.59,gold,2026-04-22T13:57:31.147346
Haryana,2014,Kharif,7,186078.73,530013.42,2951.05,136188.3,gold,2026-04-22T13:57:31.147346
Haryana,2014,Rabi,5,187406.42,412657.69,2893.49,144969.82,gold,2026-04-22T13:57:31.147346
Haryana,2014,Zaid,7,183686.87,652971.08,3354.16,140079.38,gold,2026-04-22T13:57:31.147346
Haryana,2014,,2,20755.12,39231.79,2846.39,26877.88,gold,2026-04-22T13:57:31.147346
Haryana,2015,Kharif,2,41498.92,114357.41,2742.9,74026.61,gold,2026-04-22T13:57:31.147346
Haryana,2015,Rabi,5,153480.33,489274.06,3220.77,164494.39,gold,2026-04-22T13:57:31.147346
Haryana,2015,Zaid,5,82490.83,306507.58,3493.28,118546.2,gold,2026-04-22T13:57:31.147346
Haryana,2015,,1,7848.23,23972.34,,23972.34,gold,2026-04-22T13:57:31.147346
Haryana,2016,Kharif,8,152403.81,422896.1,2088.77,152161.97,gold,2026-04-22T13:57:31.147346
Haryana,2016,Rabi,4,136942.18,396772.3,2781.13,158548.68,gold,2026-04-22T13:57:31.147346
Haryana,2016,Zaid,5,115037.37,379094.08,2761.41,183639.41,gold,2026-04-22T13:57:31.147346
Haryana,2016,,2,63260.05,281607.55,4440.27,179136.05,gold,2026-04-22T13:57:31.147346
Haryana,2017,Rabi,5,154931.82,440936.72,3121.33,158776.5,gold,2026-04-22T13:57:31.147346
Haryana,2017,Zaid,5,173559.66,394009.18,2775.15,117317.21,gold,2026-04-22T13:57:31.147346
Haryana,2017,,1,35793.98,161309.51,4506.61,161309.51,gold,2026-04-22T13:57:31.147346
Haryana,2018,Kharif,4,149911.65,448889.73,2658.26,190371.74,gold,2026-04-22T13:57:31.147346
Haryana,2018,Rabi,3,63767.43,133379.8,2346.9,59063.29,gold,2026-04-22T13:57:31.147346
Haryana,2018,Zaid,5,84958.52,352845.57,3867.92,194915.16,gold,2026-04-22T13:57:31.147346
Haryana,2019,Kharif,4,94043.75,164424.52,1829.03,49915.15,gold,2026-04-22T13:57:31.147346
Haryana,2019,Rabi,5,181170.65,574818.97,2690.95,233493.32,gold,2026-04-22T13:57:31.147346
Haryana,2019,Zaid,3,192908.51,602038.46,3112.23,165376.31,gold,2026-04-22T13:57:31.147346
Haryana,2019,,1,22234.13,86919.0,3909.26,86919.0,gold,2026-04-22T13:57:31.147346
Haryana,2020,Kharif,7,244381.92,604969.75,2532.45,141589.78,gold,2026-04-22T13:57:31.147346
Haryana,2020,Rabi,5,198543.74,525867.72,2400.02,176053.89,gold,2026-04-22T13:57:31.147346
Haryana,2020,Zaid,4,83608.01,253497.2,2313.56,146688.71,gold,2026-04-22T13:57:31.147346
Haryana,2020,,2,23752.88,20566.12,887.09,11420.56,gold,2026-04-22T13:57:31.147346
Haryana,2021,Kharif,6,324208.75,944189.78,2744.17,182509.49,gold,2026-04-22T13:57:31.147346
Haryana,2021,Rabi,6,124173.2,310024.55,2086.49,168201.46,gold,2026-04-22T13:57:31.147346
Haryana,2021,Zaid,3,109840.35,335861.32,2899.79,137293.09,gold,2026-04-22T13:57:31.147346
Haryana,2022,Kharif,4,61642.98,172575.22,2858.74,90048.45,gold,2026-04-22T13:57:31.147346
Haryana,2022,Rabi,4,59882.97,191076.7,3252.01,118794.07,gold,2026-04-22T13:57:31.147346
Haryana,2022,Zaid,6,126009.43,294044.01,2341.99,158927.31,gold,2026-04-22T13:57:31.147346
Haryana,2023,Kharif,4,130625.04,304796.17,2571.88,143340.57,gold,2026-04-22T13:57:31.147346
Haryana,2023,Rabi,5,183424.61,500001.37,2577.97,195035.91,gold,2026-04-22T13:57:31.147346
Haryana,2023,Zaid,2,76560.27,89618.33,1084.77,68238.17,gold,2026-04-22T13:57:31.147346
Karnataka,2010,Kharif,7,318658.18,840369.48,2555.28,212570.69,gold,2026-04-22T13:57:31.147346
Karnataka,2010,Rabi,4,144663.99,441738.37,2938.82,158090.39,gold,2026-04-22T13:57:31.147346
Karnataka,2010,Zaid,6,228005.66,506983.3,2269.8,159556.13,gold,2026-04-22T13:57:31.147346
Karnataka,2010,,1,48547.15,107449.41,2213.3,107449.41,gold,2026-04-22T13:57:31.147346
Karnataka,2011,Kharif,6,116836.59,425519.05,3822.13,105153.84,gold,2026-04-22T13:57:31.147346
Karnataka,2011,Rabi,8,261024.12,831348.18,3070.6,242217.39,gold,2026-04-22T13:57:31.147346
Karnataka,2011,Zaid,1,63018.96,195406.16,2865.46,159638.33,gold,2026-04-22T13:57:31.147346
